0 0 0 0 -1 0 0 NULL
1 4 0 0 0 0 0 Light0
2 0 0 2 1 0 0 WeaponReady
2 0 0 3 1 0 0 Lower
2 0 0 4 1 0 0 Raise
2 1 0 6 4 0 0 NULL
2 2 0 7 4 0 0 Punch
2 3 0 8 5 0 0 NULL
2 2 0 9 4 0 0 NULL
2 1 0 2 5 0 0 ReFire
3 0 0 10 1 0 0 WeaponReady
3 0 0 11 1 0 0 Lower
3 0 0 12 1 0 0 Raise
3 0 0 14 4 0 0 NULL
3 1 0 15 6 0 0 FirePistol
3 2 0 16 4 0 0 NULL
3 1 0 10 5 0 0 ReFire
4 0 1 1 7 0 0 Light1
1 0 0 18 1 0 0 WeaponReady
1 0 0 19 1 0 0 Lower
1 0 0 20 1 0 0 Raise
1 0 0 22 3 0 0 NULL
1 0 0 23 7 0 0 FireShotgun
1 1 0 24 5 0 0 NULL
1 2 0 25 5 0 0 NULL
1 3 0 26 4 0 0 NULL
1 2 0 27 5 0 0 NULL
1 1 0 28 5 0 0 NULL
1 0 0 29 3 0 0 NULL
1 0 0 18 7 0 0 ReFire
5 0 1 31 4 0 0 Light1
5 1 1 1 3 0 0 Light2
6 0 0 32 1 0 0 WeaponReady
6 0 0 33 1 0 0 Lower
6 0 0 34 1 0 0 Raise
6 0 0 36 3 0 0 NULL
6 0 0 37 7 0 0 FireShotgun2
6 1 0 38 7 0 0 NULL
6 2 0 39 7 0 0 CheckReload
6 3 0 40 7 0 0 OpenShotgun2
6 4 0 41 7 0 0 NULL
6 5 0 42 7 0 0 LoadShotgun2
6 6 0 43 6 0 0 NULL
6 7 0 44 6 0 0 CloseShotgun2
6 0 0 32 5 0 0 ReFire
6 1 0 46 7 0 0 NULL
6 0 0 33 3 0 0 NULL
6 8 1 48 5 0 0 Light1
6 9 1 1 4 0 0 Light2
7 0 0 49 1 0 0 WeaponReady
7 0 0 50 1 0 0 Lower
7 0 0 51 1 0 0 Raise
7 0 0 53 4 0 0 FireCGun
7 1 0 54 4 0 0 FireCGun
7 1 0 49 0 0 0 ReFire
8 0 1 1 5 0 0 Light1
8 1 1 1 5 0 0 Light2
9 0 0 57 1 0 0 WeaponReady
9 0 0 58 1 0 0 Lower
9 0 0 59 1 0 0 Raise
9 1 0 61 8 0 0 GunFlash
9 1 0 62 12 0 0 FireMissile
9 1 0 57 0 0 0 ReFire
10 0 1 64 3 0 0 Light1
10 1 1 65 4 0 0 NULL
10 2 1 66 4 0 0 Light2
10 3 1 1 4 0 0 Light2
11 2 0 68 4 0 0 WeaponReady
11 3 0 67 4 0 0 WeaponReady
11 2 0 69 1 0 0 Lower
11 2 0 70 1 0 0 Raise
11 0 0 72 4 0 0 Saw
11 1 0 73 4 0 0 Saw
11 1 0 67 0 0 0 ReFire
12 0 0 74 1 0 0 WeaponReady
12 0 0 75 1 0 0 Lower
12 0 0 76 1 0 0 Raise
12 0 0 78 3 0 0 FirePlasma
12 1 0 74 20 0 0 ReFire
13 0 1 1 4 0 0 Light1
13 1 1 1 4 0 0 Light1
14 0 0 81 1 0 0 WeaponReady
14 0 0 82 1 0 0 Lower
14 0 0 83 1 0 0 Raise
14 0 0 85 20 0 0 BFGSound
14 1 0 86 10 0 0 GunFlash
14 1 0 87 10 0 0 FireBFG
14 1 0 81 20 0 0 ReFire
15 0 1 89 11 0 0 Light1
15 1 1 1 6 0 0 Light2
16 2 0 91 8 0 0 NULL
16 1 0 92 8 0 0 NULL
16 0 0 0 8 0 0 NULL
17 0 1 94 4 0 0 NULL
17 1 0 95 4 0 0 NULL
17 2 0 96 4 0 0 NULL
17 3 0 0 4 0 0 NULL
18 0 1 98 4 0 0 NULL
18 1 1 97 4 0 0 NULL
18 2 1 100 6 0 0 NULL
18 3 1 101 6 0 0 NULL
18 4 1 0 6 0 0 NULL
19 0 1 103 4 0 0 NULL
19 1 1 102 4 0 0 NULL
19 2 1 105 6 0 0 NULL
19 3 1 106 6 0 0 NULL
19 4 1 0 6 0 0 NULL
20 0 1 108 6 0 0 NULL
20 1 1 107 6 0 0 NULL
21 0 1 110 4 0 0 NULL
21 1 1 111 4 0 0 NULL
21 2 1 112 4 0 0 NULL
21 3 1 113 4 0 0 NULL
21 4 1 0 4 0 0 NULL
22 0 1 114 1 0 0 NULL
23 0 1 116 4 0 0 NULL
23 1 1 115 4 0 0 NULL
24 0 1 118 8 0 0 NULL
24 1 1 119 8 0 0 NULL
24 2 1 120 8 0 0 BFGSpray
24 3 1 121 8 0 0 NULL
24 4 1 122 8 0 0 NULL
24 5 1 0 8 0 0 NULL
25 0 1 124 8 0 0 NULL
25 1 1 125 8 0 0 NULL
25 2 1 126 8 0 0 NULL
25 3 1 0 8 0 0 NULL
22 1 1 128 8 0 0 Explode
22 2 1 129 6 0 0 NULL
22 3 1 0 4 0 0 NULL
26 0 1 131 6 0 0 NULL
26 1 1 132 6 0 0 NULL
26 0 1 133 6 0 0 NULL
26 1 1 134 6 0 0 NULL
26 2 1 135 6 0 0 NULL
26 3 1 136 6 0 0 NULL
26 4 1 137 6 0 0 NULL
26 5 1 138 6 0 0 NULL
26 6 1 139 6 0 0 NULL
26 7 1 140 6 0 0 NULL
26 8 1 141 6 0 0 NULL
26 9 1 0 6 0 0 NULL
27 0 1 143 6 0 0 NULL
27 1 1 144 6 0 0 NULL
27 0 1 145 6 0 0 NULL
27 1 1 146 6 0 0 NULL
27 2 1 147 6 0 0 NULL
27 3 1 148 6 0 0 NULL
27 4 1 0 6 0 0 NULL
28 0 0 0 -1 0 0 NULL
28 0 0 151 4 0 0 NULL
28 1 0 152 4 0 0 NULL
28 2 0 153 4 0 0 NULL
28 3 0 150 4 0 0 NULL
28 4 0 149 12 0 0 NULL
28 5 1 154 6 0 0 NULL
28 6 0 157 4 0 0 NULL
28 6 0 149 4 0 0 Pain
28 7 0 159 10 0 0 NULL
28 8 0 160 10 0 0 PlayerScream
28 9 0 161 10 0 0 Fall
28 10 0 162 10 0 0 NULL
28 11 0 163 10 0 0 NULL
28 12 0 164 10 0 0 NULL
28 13 0 0 -1 0 0 NULL
28 14 0 166 5 0 0 NULL
28 15 0 167 5 0 0 XScream
28 16 0 168 5 0 0 Fall
28 17 0 169 5 0 0 NULL
28 18 0 170 5 0 0 NULL
28 19 0 171 5 0 0 NULL
28 20 0 172 5 0 0 NULL
28 21 0 173 5 0 0 NULL
28 22 0 0 -1 0 0 NULL
29 0 0 175 10 0 0 Look
29 1 0 174 10 0 0 Look
29 0 0 177 4 0 0 Chase
29 0 0 178 4 0 0 Chase
29 1 0 179 4 0 0 Chase
29 1 0 180 4 0 0 Chase
29 2 0 181 4 0 0 Chase
29 2 0 182 4 0 0 Chase
29 3 0 183 4 0 0 Chase
29 3 0 176 4 0 0 Chase
29 4 0 185 10 0 0 FaceTarget
29 5 0 186 8 0 0 PosAttack
29 4 0 176 8 0 0 NULL
29 6 0 188 3 0 0 NULL
29 6 0 176 3 0 0 Pain
29 7 0 190 5 0 0 NULL
29 8 0 191 5 0 0 Scream
29 9 0 192 5 0 0 Fall
29 10 0 193 5 0 0 NULL
29 11 0 0 -1 0 0 NULL
29 12 0 195 5 0 0 NULL
29 13 0 196 5 0 0 XScream
29 14 0 197 5 0 0 Fall
29 15 0 198 5 0 0 NULL
29 16 0 199 5 0 0 NULL
29 17 0 200 5 0 0 NULL
29 18 0 201 5 0 0 NULL
29 19 0 202 5 0 0 NULL
29 20 0 0 -1 0 0 NULL
29 10 0 204 5 0 0 NULL
29 9 0 205 5 0 0 NULL
29 8 0 206 5 0 0 NULL
29 7 0 176 5 0 0 NULL
30 0 0 208 10 0 0 Look
30 1 0 207 10 0 0 Look
30 0 0 210 3 0 0 Chase
30 0 0 211 3 0 0 Chase
30 1 0 212 3 0 0 Chase
30 1 0 213 3 0 0 Chase
30 2 0 214 3 0 0 Chase
30 2 0 215 3 0 0 Chase
30 3 0 216 3 0 0 Chase
30 3 0 209 3 0 0 Chase
30 4 0 218 10 0 0 FaceTarget
30 5 1 219 10 0 0 SPosAttack
30 4 0 209 10 0 0 NULL
30 6 0 221 3 0 0 NULL
30 6 0 209 3 0 0 Pain
30 7 0 223 5 0 0 NULL
30 8 0 224 5 0 0 Scream
30 9 0 225 5 0 0 Fall
30 10 0 226 5 0 0 NULL
30 11 0 0 -1 0 0 NULL
30 12 0 228 5 0 0 NULL
30 13 0 229 5 0 0 XScream
30 14 0 230 5 0 0 Fall
30 15 0 231 5 0 0 NULL
30 16 0 232 5 0 0 NULL
30 17 0 233 5 0 0 NULL
30 18 0 234 5 0 0 NULL
30 19 0 235 5 0 0 NULL
30 20 0 0 -1 0 0 NULL
30 11 0 237 5 0 0 NULL
30 10 0 238 5 0 0 NULL
30 9 0 239 5 0 0 NULL
30 8 0 240 5 0 0 NULL
30 7 0 209 5 0 0 NULL
31 0 0 242 10 0 0 Look
31 1 0 241 10 0 0 Look
31 0 0 244 2 0 0 VileChase
31 0 0 245 2 0 0 VileChase
31 1 0 246 2 0 0 VileChase
31 1 0 247 2 0 0 VileChase
31 2 0 248 2 0 0 VileChase
31 2 0 249 2 0 0 VileChase
31 3 0 250 2 0 0 VileChase
31 3 0 251 2 0 0 VileChase
31 4 0 252 2 0 0 VileChase
31 4 0 253 2 0 0 VileChase
31 5 0 254 2 0 0 VileChase
31 5 0 243 2 0 0 VileChase
31 6 1 256 0 0 0 VileStart
31 6 1 257 10 0 0 FaceTarget
31 7 1 258 8 0 0 VileTarget
31 8 1 259 8 0 0 FaceTarget
31 9 1 260 8 0 0 FaceTarget
31 10 1 261 8 0 0 FaceTarget
31 11 1 262 8 0 0 FaceTarget
31 12 1 263 8 0 0 FaceTarget
31 13 1 264 8 0 0 FaceTarget
31 14 1 265 8 0 0 VileAttack
31 15 1 243 20 0 0 NULL
31 26 1 267 10 0 0 NULL
31 27 1 268 10 0 0 NULL
31 28 1 243 10 0 0 NULL
31 16 0 270 5 0 0 NULL
31 16 0 243 5 0 0 Pain
31 16 0 272 7 0 0 NULL
31 17 0 273 7 0 0 Scream
31 18 0 274 7 0 0 Fall
31 19 0 275 7 0 0 NULL
31 20 0 276 7 0 0 NULL
31 21 0 277 7 0 0 NULL
31 22 0 278 7 0 0 NULL
31 23 0 279 5 0 0 NULL
31 24 0 280 5 0 0 NULL
31 25 0 0 -1 0 0 NULL
32 0 1 282 2 0 0 StartFire
32 1 1 283 2 0 0 Fire
32 0 1 284 2 0 0 Fire
32 1 1 285 2 0 0 Fire
32 2 1 286 2 0 0 FireCrackle
32 1 1 287 2 0 0 Fire
32 2 1 288 2 0 0 Fire
32 1 1 289 2 0 0 Fire
32 2 1 290 2 0 0 Fire
32 3 1 291 2 0 0 Fire
32 2 1 292 2 0 0 Fire
32 3 1 293 2 0 0 Fire
32 2 1 294 2 0 0 Fire
32 3 1 295 2 0 0 Fire
32 4 1 296 2 0 0 Fire
32 3 1 297 2 0 0 Fire
32 4 1 298 2 0 0 Fire
32 3 1 299 2 0 0 Fire
32 4 1 300 2 0 0 FireCrackle
32 5 1 301 2 0 0 Fire
32 4 1 302 2 0 0 Fire
32 5 1 303 2 0 0 Fire
32 4 1 304 2 0 0 Fire
32 5 1 305 2 0 0 Fire
32 6 1 306 2 0 0 Fire
32 7 1 307 2 0 0 Fire
32 6 1 308 2 0 0 Fire
32 7 1 309 2 0 0 Fire
32 6 1 310 2 0 0 Fire
32 7 1 0 2 0 0 Fire
17 1 0 312 4 0 0 NULL
17 2 0 313 4 0 0 NULL
17 1 0 314 4 0 0 NULL
17 2 0 315 4 0 0 NULL
17 3 0 0 4 0 0 NULL
33 0 1 317 2 0 0 Tracer
33 1 1 316 2 0 0 Tracer
34 0 1 319 8 0 0 NULL
34 1 1 320 6 0 0 NULL
34 2 1 0 4 0 0 NULL
35 0 0 322 10 0 0 Look
35 1 0 321 10 0 0 Look
35 0 0 324 2 0 0 Chase
35 0 0 325 2 0 0 Chase
35 1 0 326 2 0 0 Chase
35 1 0 327 2 0 0 Chase
35 2 0 328 2 0 0 Chase
35 2 0 329 2 0 0 Chase
35 3 0 330 2 0 0 Chase
35 3 0 331 2 0 0 Chase
35 4 0 332 2 0 0 Chase
35 4 0 333 2 0 0 Chase
35 5 0 334 2 0 0 Chase
35 5 0 323 2 0 0 Chase
35 6 0 336 0 0 0 FaceTarget
35 6 0 337 6 0 0 SkelWhoosh
35 7 0 338 6 0 0 FaceTarget
35 8 0 323 6 0 0 SkelFist
35 9 1 340 0 0 0 FaceTarget
35 9 1 341 10 0 0 FaceTarget
35 10 0 342 10 0 0 SkelMissile
35 10 0 323 10 0 0 FaceTarget
35 11 0 344 5 0 0 NULL
35 11 0 323 5 0 0 Pain
35 11 0 346 7 0 0 NULL
35 12 0 347 7 0 0 NULL
35 13 0 348 7 0 0 Scream
35 14 0 349 7 0 0 Fall
35 15 0 350 7 0 0 NULL
35 16 0 0 -1 0 0 NULL
35 16 0 352 5 0 0 NULL
35 15 0 353 5 0 0 NULL
35 14 0 354 5 0 0 NULL
35 13 0 355 5 0 0 NULL
35 12 0 356 5 0 0 NULL
35 11 0 323 5 0 0 NULL
36 0 1 358 4 0 0 NULL
36 1 1 357 4 0 0 NULL
22 1 1 360 8 0 0 NULL
22 2 1 361 6 0 0 NULL
22 3 1 0 4 0 0 NULL
37 0 0 363 15 0 0 Look
